id_meeting,regatta_number,id_athlete,id_position,latitude,longitude,speed,direction,sample_time,distance_from_start,distance_to_finish,sample_time_strapolated,latitude_strapolated,longitude_strapolated
95,1,1,494444c5-7226-4e3b-a389-f6146926c56c,55.36485100,9.22161800,12.80,28.000,2023-08-31 07:35:17.000,1164.23633274,16257.30701391,2023-08-31 07:35:17.000,55.36485100,9.22161800
95,1,1,1c45dcec-df02-4320-94c4-4e4787b327f9,55.36490900,9.22167100,12.60,27.000,2023-08-31 07:35:19.000,1171.51177371,16250.80821887,2023-08-31 07:35:19.000,55.36490900,9.22167100
95,1,1,cf2711f1-5a3b-4810-b5bc-2ba400bb0318,55.36493700,9.22169700,12.60,26.000,2023-08-31 07:35:20.000,1175.03525340,16247.87993831,2023-08-31 07:35:20.000,55.36493700,9.22169700
95,1,1,62b882c7-b5ff-409e-99b7-ee4dbba23e09,55.36502400,9.22176400,12.80,23.000,2023-08-31 07:35:23.000,1185.60526192,16238.43049192,2023-08-31 07:35:23.000,55.36502400,9.22176400
95,1,1,78cc184a-676d-4462-8ff6-2fa41fa554d4,55.36517100,9.22186300,12.80,21.000,2023-08-31 07:35:28.000,1203.12356133,16221.43611198,2023-08-31 07:35:28.000,55.36517100,9.22186300
95,1,1,9592b3bd-56da-4b04-8c66-299b76aae6e9,55.36522900,9.22190100,12.60,20.000,2023-08-31 07:35:30.000,1210.01243120,16214.73907416,2023-08-31 07:35:30.000,55.36522900,9.22190100
95,1,1,a99cc411-b2ed-46e9-a19d-ac781623967c,55.36213900,9.21804900,13.10,43.000,2023-08-31 07:33:33.000,786.64752851,16617.01351145,2023-08-31 07:33:33.000,55.36213900,9.21804900
95,1,1,54be073a-67f4-4b95-850e-7e6bbdd63be4,55.36550000,9.22202100,12.50,12.000,2023-08-31 07:35:39.000,1241.15708040,16183.89394380,2023-08-31 07:35:39.000,55.36550000,9.22202100
95,1,1,ae87c9db-ee3e-4a02-8fc9-3ba95bce9bc2,55.36571500,9.22209290,12.50,9.000,2023-08-31 07:35:46.000,1265.51865621,16159.60338394,2023-08-31 07:35:46.000,55.36571500,9.22209290
95,1,1,a2070a2d-cb47-4181-9fb0-64717417ef9c,55.36601800,9.22218200,13.30,9.000,2023-08-31 07:35:55.000,1299.70889755,16125.46545225,2023-08-31 07:35:55.000,55.36601800,9.22218200
95,1,1,8a66f067-6302-480b-a337-d38d30f410a9,55.36608500,9.22219700,13.30,7.000,2023-08-31 07:35:57.000,1307.22589797,16117.95325539,2023-08-31 07:35:57.000,55.36608500,9.22219700
95,1,1,3278e209-23c5-413e-b1b2-1f0f444cea7f,55.36618600,9.22221390,13.60,4.000,2023-08-31 07:36:00.000,1318.51834232,16106.67318390,2023-08-31 07:36:00.000,55.36618600,9.22221390
95,1,1,086bf87e-5842-4b88-be76-e6203c49ad6c,55.36621900,9.22221900,13.10,5.000,2023-08-31 07:36:01.000,1322.20508175,16102.99088609,2023-08-31 07:36:01.000,55.36621900,9.22221900
95,1,1,0ced34dc-f63c-45db-981b-6f592fc0c6b7,55.36529000,9.22193800,12.60,17.000,2023-08-31 07:35:32.000,1217.19388750,16207.71862964,2023-08-31 07:35:32.000,55.36529000,9.22193800
95,1,1,6d9fb973-7e29-4173-9ea5-e9e45f2f1ae2,55.36532000,9.22195200,12.30,15.000,2023-08-31 07:35:33.000,1220.64805089,16204.29848941,2023-08-31 07:35:33.000,55.36532000,9.22195200
95,1,1,94a70725-4480-44ef-b39e-00cd9e18040e,55.36731700,9.22242290,13.50,7.000,2023-08-31 07:36:34.000,1445.12225699,15980.20557036,2023-08-31 07:36:34.000,55.36731700,9.22242290
95,1,1,a1d7f393-15b4-40ff-b5de-f7a667ea428b,55.36735000,9.22242900,13.10,6.000,2023-08-31 07:36:35.000,1448.81506692,15976.51551949,2023-08-31 07:36:35.000,55.36735000,9.22242900
95,1,1,de764fce-b24f-44ac-8cd8-717cc9285923,55.36738400,9.22243500,13.60,5.000,2023-08-31 07:36:36.000,1452.61794010,15972.71585735,2023-08-31 07:36:36.000,55.36738400,9.22243500
95,1,1,36ccca24-65f7-4774-997a-1b04a8b5fdcb,55.36741700,9.22244190,13.00,7.000,2023-08-31 07:36:37.000,1456.31637867,15969.01960404,2023-08-31 07:36:37.000,55.36741700,9.22244190
95,1,1,4b9ae93b-8ce3-4eaf-97a9-b07182c9b431,55.36745000,9.22244890,13.50,8.000,2023-08-31 07:36:38.000,1460.01556884,15965.32257543,2023-08-31 07:36:38.000,55.36745000,9.22244890
95,1,1,812933fa-3a0a-4cea-8019-626f377b13ab,55.36748300,9.22245700,13.00,8.000,2023-08-31 07:36:39.000,1463.72372910,15961.61701846,2023-08-31 07:36:39.000,55.36748300,9.22245700
95,1,1,0d9a4e7d-7361-4f65-9450-fed9cc0d9869,55.36751600,9.22246500,13.60,7.000,2023-08-31 07:36:40.000,1467.43102078,15957.91223680,2023-08-31 07:36:40.000,55.36751600,9.22246500
95,1,1,22e96a9e-922d-42a1-b84d-d56a63e67c4d,55.36754900,9.22247200,13.10,7.000,2023-08-31 07:36:41.000,1471.13021082,15954.21520818,2023-08-31 07:36:41.000,55.36754900,9.22247200
95,1,1,b8d52ff6-2d41-4c8f-af70-706744506f41,55.36758100,9.22247800,12.80,7.000,2023-08-31 07:36:42.000,1474.71168184,15950.63631921,2023-08-31 07:36:42.000,55.36758100,9.22247800
95,1,1,4033095b-7cd8-4cf0-843e-2de1a7a3a519,55.36761300,9.22248500,13.30,6.000,2023-08-31 07:36:43.000,1478.30040555,15947.04967718,2023-08-31 07:36:43.000,55.36761300,9.22248500
95,1,1,2cb20128-c38f-4e49-b62f-b704b9b9d398,55.36764600,9.22249000,12.60,6.000,2023-08-31 07:36:44.000,1481.98659597,15943.36815467,2023-08-31 07:36:44.000,55.36764600,9.22249000
95,1,1,71962106-d7ad-435e-8f4c-1b3483e22b55,55.36767800,9.22249400,13.00,5.000,2023-08-31 07:36:45.000,1485.55688012,15939.80477180,2023-08-31 07:36:45.000,55.36767800,9.22249400
95,1,1,fd6e5f08-c7fa-4aec-b94e-8342a824b5d5,55.36771000,9.22249800,12.80,4.000,2023-08-31 07:36:46.000,1489.12716425,15936.24138893,2023-08-31 07:36:46.000,55.36771000,9.22249800
95,1,1,5b7e1832-947a-4ddf-8fc6-3fe197a3f02c,55.36774300,9.22250400,13.10,7.000,2023-08-31 07:36:47.000,1492.81931836,15932.55211337,2023-08-31 07:36:47.000,55.36774300,9.22250400
95,1,1,ec7be445-4c74-4590-8075-6cbb331865f1,55.36777600,9.22251200,13.10,8.000,2023-08-31 07:36:48.000,1496.52660958,15928.84733170,2023-08-31 07:36:48.000,55.36777600,9.22251200
95,1,1,8a0004a7-ed8f-404b-b68a-1449e04d1883,55.36780700,9.22252000,12.60,9.000,2023-08-31 07:36:49.000,1500.01353404,15925.36332320,2023-08-31 07:36:49.000,55.36780700,9.22252000
95,1,1,3433a2a7-e997-4644-9f26-4b9e6c82c97e,55.36783900,9.22252900,13.30,9.000,2023-08-31 07:36:50.000,1503.62004796,15921.76117507,2023-08-31 07:36:50.000,55.36783900,9.22252900
95,1,1,df39e5b2-2e58-46d5-9930-b3c2297fe739,55.36787100,9.22253900,12.80,11.000,2023-08-31 07:36:51.000,1507.23708352,15918.15127388,2023-08-31 07:36:51.000,55.36787100,9.22253900
95,1,1,873abb00-e8cf-4328-8624-0f8ee9323dfe,55.36790400,9.22254900,13.10,9.000,2023-08-31 07:36:52.000,1510.96374610,15914.43098611,2023-08-31 07:36:52.000,55.36790400,9.22254900
95,1,1,1d2abd41-a945-46ca-864d-35b6e41afa81,55.36793600,9.22255700,12.80,7.000,2023-08-31 07:36:53.000,1514.56081958,15910.83659103,2023-08-31 07:36:53.000,55.36793600,9.22255700
95,1,1,b961d5ee-a4e0-4a39-abb6-ab5f3d58b4fd,55.36796900,9.22256500,13.00,8.000,2023-08-31 07:36:54.000,1518.26811047,15907.13180937,2023-08-31 07:36:54.000,55.36796900,9.22256500
95,1,1,a9ed8896-cb3b-4198-8ca5-8c13c1e27713,55.36800100,9.22257200,13.10,6.000,2023-08-31 07:36:55.000,1521.85683365,15903.54516733,2023-08-31 07:36:55.000,55.36800100,9.22257200
95,1,1,1e32b2f4-7f9b-42d5-b135-ddc366fd69c9,55.36803300,9.22257700,12.60,6.000,2023-08-31 07:36:56.000,1525.43215592,15899.97403141,2023-08-31 07:36:56.000,55.36803300,9.22257700
95,1,1,408198dd-b80d-4c29-a258-89d74f1be7df,55.36806500,9.22258300,13.10,6.000,2023-08-31 07:36:57.000,1529.01362645,15896.39514243,2023-08-31 07:36:57.000,55.36806500,9.22258300
95,1,1,1ee08fe0-bcfd-4ce5-97e8-44334aa9c7a7,55.36809600,9.22259000,12.60,8.000,2023-08-31 07:36:58.000,1532.49193580,15892.91888699,2023-08-31 07:36:58.000,55.36809600,9.22259000
95,1,1,a1d83766-64d0-4f96-a6e8-e5e38b974281,55.36812700,9.22259700,12.80,7.000,2023-08-31 07:36:59.000,1535.97024511,15889.44263154,2023-08-31 07:36:59.000,55.36812700,9.22259700
95,1,1,3051ad9e-ccda-4a17-ba8a-733cc9bec12a,55.36815900,9.22260400,13.00,6.000,2023-08-31 07:37:00.000,1539.55896806,15885.85598951,2023-08-31 07:37:00.000,55.36815900,9.22260400
95,1,1,665c7419-54df-4620-b5dc-1e03b49a3159,55.36819100,9.22261100,12.60,7.000,2023-08-31 07:37:01.000,1543.14769098,15882.26934748,2023-08-31 07:37:01.000,55.36819100,9.22261100
95,1,1,5bbddf35-5780-4d9b-8959-3baa9e0282f3,55.36822300,9.22261800,13.30,7.000,2023-08-31 07:37:02.000,1546.73641384,15878.68270545,2023-08-31 07:37:02.000,55.36822300,9.22261800
95,1,1,e777c3fc-1963-43d2-85a2-70258d25779e,55.36825500,9.22262500,12.80,8.000,2023-08-31 07:37:03.000,1550.32513667,15875.09606342,2023-08-31 07:37:03.000,55.36825500,9.22262500
95,1,1,d117e6a0-8f8a-4525-b289-2d2f635a0768,55.36828600,9.22263400,13.10,9.000,2023-08-31 07:37:04.000,1553.82179768,15871.60430187,2023-08-31 07:37:04.000,55.36828600,9.22263400
95,1,1,e880d00b-7f53-46ac-b788-6ed538cf8fab,55.36831900,9.22264300,13.30,9.000,2023-08-31 07:37:05.000,1557.53824804,15867.89176715,2023-08-31 07:37:05.000,55.36831900,9.22264300
95,1,1,1f0f0862-ed10-4af9-8ce1-601067c88155,55.36835200,9.22265100,13.10,8.000,2023-08-31 07:37:06.000,1561.24553825,15864.18698549,2023-08-31 07:37:06.000,55.36835200,9.22265100
95,1,1,e2730241-5ba3-4673-b933-870c2a7b6151,55.36838500,9.22265790,13.30,7.000,2023-08-31 07:37:07.000,1564.94397557,15860.49073218,2023-08-31 07:37:07.000,55.36838500,9.22265790
95,1,1,a20068dd-69c7-4413-98bb-5f00664ce00b,55.36841700,9.22266490,12.80,7.000,2023-08-31 07:37:08.000,1568.53269817,15856.90409015,2023-08-31 07:37:08.000,55.36841700,9.22266490
95,1,1,b3bc09cd-dfe4-45ac-98c9-eaf5bfdb52c7,55.36845000,9.22267200,13.30,6.000,2023-08-31 07:37:09.000,1572.23264927,15853.20628623,2023-08-31 07:37:09.000,55.36845000,9.22267200
95,1,1,be1df967-87bb-4b88-8fcf-5001773ab664,55.36848300,9.22267800,13.00,6.000,2023-08-31 07:37:10.000,1575.92480265,15849.51701068,2023-08-31 07:37:10.000,55.36848300,9.22267800
95,1,1,abe82d29-0f6d-4222-86cb-c76409cda03a,55.36851500,9.22268390,13.00,6.000,2023-08-31 07:37:11.000,1579.50560811,15845.93889700,2023-08-31 07:37:11.000,55.36851500,9.22268390
95,1,1,91af5830-f678-49ba-9d76-97301f234fe7,55.36854800,9.22269000,13.10,6.000,2023-08-31 07:37:12.000,1583.19841683,15842.24884614,2023-08-31 07:37:12.000,55.36854800,9.22269000
95,1,1,c176732e-fb5f-4c0c-8585-4ee17f92cf16,55.36858000,9.22269590,12.80,6.000,2023-08-31 07:37:13.000,1586.77922222,15838.67073247,2023-08-31 07:37:13.000,55.36858000,9.22269590
95,1,1,cf5c7454-f119-43f9-89a1-55674baf1bfa,55.36861300,9.22270290,13.10,7.000,2023-08-31 07:37:14.000,1590.47841084,15834.97370386,2023-08-31 07:37:14.000,55.36861300,9.22270290
95,1,1,4180b6be-976d-44ed-9356-3c7f6e0c455e,55.36864400,9.22271000,12.60,7.000,2023-08-31 07:37:15.000,1593.95753007,15831.49667310,2023-08-31 07:37:15.000,55.36864400,9.22271000
95,1,1,214866cc-630a-4d96-b90d-4bf56ffe09ba,55.36867600,9.22271700,13.00,7.000,2023-08-31 07:37:16.000,1597.54625231,15827.91003107,2023-08-31 07:37:16.000,55.36867600,9.22271700
95,1,1,081d0850-6c3f-42af-b694-e25eaa75ef24,55.36870900,9.22272300,12.80,7.000,2023-08-31 07:37:17.000,1601.23840547,15824.22075551,2023-08-31 07:37:17.000,55.36870900,9.22272300
95,1,1,b6528442-ad25-4a2b-8500-6879d2e8d1e4,55.36874100,9.22272900,13.00,7.000,2023-08-31 07:37:18.000,1604.81987531,15820.64186654,2023-08-31 07:37:18.000,55.36874100,9.22272900
95,1,1,235f3dc8-bd3e-40ee-bdff-f2e9dc27c3a1,55.36877300,9.22273400,13.10,4.000,2023-08-31 07:37:19.000,1608.39519706,15817.07073061,2023-08-31 07:37:19.000,55.36877300,9.22273400
95,1,1,f95bf4e8-3541-4f98-aeba-a2c1731fe800,55.36880600,9.22273800,12.80,3.000,2023-08-31 07:37:20.000,1612.07650033,15813.39696116,2023-08-31 07:37:20.000,55.36880600,9.22273800
95,1,1,f602b2d7-57d2-42d2-8a02-b016f02e36f4,55.36883900,9.22274200,13.30,3.000,2023-08-31 07:37:21.000,1615.75780358,15809.72319171,2023-08-31 07:37:21.000,55.36883900,9.22274200
95,1,1,751797d1-ab0d-4714-a825-1162e365fc91,55.36887100,9.22274600,12.80,4.000,2023-08-31 07:37:22.000,1619.32808719,15806.15980883,2023-08-31 07:37:22.000,55.36887100,9.22274600
